# x, y
2.153506472930555304e-04, 2.093184223199814120e+00
9.029581093589755802e-03, 2.073987097531298396e+00
2.037004614389315016e-02, 2.062155286204046423e+00
2.920372817551453171e-02, 2.074187214342308128e+00
3.720306565396003240e-02, 2.066852748167478548e+00
5.369875932703815913e-02, 2.004954710521027916e+00
5.862669642606976872e-02, 1.954136639910914353e+00
6.112474826835256891e-02, 1.966405538500197281e+00
6.481248161168295940e-02, 1.958241550783668794e+00
6.803414804444507524e-02, 1.970124768733287013e+00
8.004395739955516564e-02, 1.957311253766601089e+00
8.333854904964999033e-02, 1.976932814326829879e+00
9.753661265894431054e-02, 1.930555349047885061e+00
1.024467986057194802e-01, 1.959253688101515234e+00
1.088918380397246866e-01, 1.910560742339215912e+00
1.242756319761696426e-01, 1.883326929687982432e+00
1.382506603983363336e-01, 1.883195122908364771e+00
1.477669677305618601e-01, 1.860499532243128584e+00
1.498864876343402042e-01, 1.864135036728830741e+00
1.510376139370107618e-01, 1.860088177334868309e+00
1.638721325292200603e-01, 1.821452209341802186e+00
1.717813052567007670e-01, 1.804149126355578225e+00
2.179267564842286564e-01, 1.767805971133507015e+00
2.398660629509857811e-01, 1.765591993452556796e+00
2.546978895029370360e-01, 1.717120465730606060e+00
2.584733808520246479e-01, 1.722694280294920111e+00
2.622834824236119911e-01, 1.717074233758695279e+00
2.785978233790221692e-01, 1.699931294583698183e+00
3.017263622713184379e-01, 1.680074587331746860e+00
3.119700454840407255e-01, 1.719083471540531205e+00
3.199184556652301392e-01, 1.661574056878822647e+00
3.514232772267946725e-01, 1.632334950837599497e+00
3.763926880540903186e-01, 1.620333865173820609e+00
3.770038635056471854e-01, 1.692567385695340931e+00
4.378031355820012349e-01, 1.626251016664823190e+00
4.453250396859337323e-01, 1.665054770658102035e+00
4.634169669253468404e-01, 1.596068234930888563e+00
4.650536408796117627e-01, 1.593428875924318699e+00
4.692852128688939084e-01, 1.610518149643179520e+00
4.779610372294582632e-01, 1.637498216516557692e+00
4.809283532226530378e-01, 1.604950577224586006e+00
4.839197550304676909e-01, 1.597515590313389744e+00
4.853902366445734806e-01, 1.590850233609949482e+00
4.951261068085937023e-01, 1.579148203091893077e+00
4.999909402144162573e-01, 1.658675362543709841e+00
5.010979226706725465e-01, 1.583414271401256235e+00
5.179705585222762476e-01, 1.622153399635500204e+00
5.257467785696036122e-01, 1.622306593527882645e+00
5.264494852463110774e-01, 1.635818155359453741e+00
5.365000443482458303e-01, 1.629920707288787574e+00
5.429797622796077583e-01, 1.609965688421661323e+00
5.583084023914339777e-01, 1.625346216830433344e+00
5.615091641330625105e-01, 1.594247931301575161e+00
5.643879787571899342e-01, 1.654658252536491014e+00
5.828613397340011160e-01, 1.600141077242546395e+00
5.840613730505668233e-01, 1.640044310205138967e+00
5.918420402296211691e-01, 1.639701708455165496e+00
5.995730811301182017e-01, 1.637414636855017536e+00
6.033928376766651835e-01, 1.631510705978209463e+00
6.148657158592844008e-01, 1.613956536846806733e+00
6.163072270675395981e-01, 1.612455908322182330e+00
6.167220781760036630e-01, 1.659581478772660379e+00
6.442013983597338900e-01, 1.656708167979444202e+00
6.592788671838494263e-01, 1.673763048915777096e+00
6.685984077681479398e-01, 1.641863040173587418e+00
7.011689915770270565e-01, 1.655380147899434329e+00
7.133801613630358363e-01, 1.669927005794116015e+00
7.161469335440745487e-01, 1.664364446263303376e+00
7.162973083087472714e-01, 1.676630637762544618e+00
7.243840221508152100e-01, 1.710663823984553744e+00
7.366091569876087597e-01, 1.718971620230970609e+00
7.416428609756252621e-01, 1.707565863368488257e+00
7.666796017923573903e-01, 1.742298670169488251e+00
7.707050152698080581e-01, 1.745206195670754745e+00
7.775727273999979428e-01, 1.697973656104368345e+00
7.825846452940264930e-01, 1.734074280614362751e+00
7.854556392354256067e-01, 1.713179290659941012e+00
7.873068841995395362e-01, 1.732232481511929656e+00
7.919178813029241759e-01, 1.761980737452477186e+00
7.925192757260353105e-01, 1.761593168999346704e+00
8.232264847278234488e-01, 1.730019001215035601e+00
8.324622432377127845e-01, 1.752794746290664563e+00
8.342994459643606753e-01, 1.730897340683710928e+00
8.403799609166219264e-01, 1.776517257575309872e+00
8.524974606333256544e-01, 1.743203337899851491e+00
8.627104639897489324e-01, 1.758342722937560776e+00
8.640136377157937586e-01, 1.796379691437030024e+00
8.659938096728871937e-01, 1.742812956132730573e+00
8.716044416085694246e-01, 1.789914221023834795e+00
8.726844604512691284e-01, 1.741332521728433669e+00
8.965822535071493737e-01, 1.762556131317858599e+00
9.085800384923170547e-01, 1.736785419850912060e+00
9.086081528618321634e-01, 1.759898388250248358e+00
9.126215630994494177e-01, 1.762791785100516151e+00
9.279887372956051594e-01, 1.776481479875255065e+00
9.394105611647977083e-01, 1.771384282444061098e+00
9.425170694761917378e-01, 1.757175012453378038e+00
9.458711968719012431e-01, 1.783749609666860358e+00
9.556448692740189266e-01, 1.744502194239232695e+00
9.774693020819171796e-01, 1.746457143833958892e+00
