# x, y
2.705530556780266771e-02, 2.834898292118473329e+00
5.563331835819551596e-02, 2.829544608520187410e+00
1.350174898414163716e-01, 2.197369738076192736e+00
7.825728315057703943e-01, 2.302483649760876383e-01
5.713064213006768810e-02, 3.147692366721829060e+00
5.946379139785237244e-01, 8.840519524399841345e-01
1.754293517247567102e-01, 2.061718330181484760e+00
3.820741195907830789e-01, 1.228915810951746845e+00
3.222781403134865608e-01, 1.422271926543107634e+00
8.373208031958253583e-01, 1.801397568069130761e-01
5.152538509693487256e-01, 9.274492806621111862e-01
3.121820292804931007e-01, 1.630350376932164558e+00
6.229825810782718687e-01, 6.658842207396173940e-01
3.161123613863401349e-01, 1.875747236199759804e+00
7.901603517463606785e-02, 2.671054297293063762e+00
3.500398797412604956e-01, 1.415035344882345836e+00
1.246505041268762826e-01, 2.327469217029852988e+00
5.909347558884442408e-01, 7.085585238066448577e-01
1.032769062948425409e-01, 2.214799750827609159e+00
8.937137942635834387e-01, 5.151903669068218505e-01
7.491006816859641093e-01, 8.087953581851727858e-01
6.403219951657862508e-01, 6.788678729737492867e-01
6.514405703906840372e-01, 9.999247059463302056e-01
6.200867122048459024e-01, 1.029696544070029862e+00
3.497793962555527658e-01, 1.290289718136765407e+00
1.229586102315790574e-01, 2.663260748513482490e+00
7.587544671447709055e-01, 6.454283170302003159e-01
4.358981872257325918e-01, 1.175052871064689919e+00
3.319842431747540568e-01, 1.126330310203311758e+00
7.555903552024122449e-01, 4.200546656391713762e-01
8.273818256564035023e-01, 4.063600497808656509e-01
4.424164129367181841e-01, 1.078110924422314598e+00
3.622393704811348591e-01, 1.207498176255236810e+00
3.149280795066300431e-02, 3.000816749945413253e+00
1.669500604435389945e-01, 1.934165953738731014e+00
4.448953186394942749e-01, 1.397518603345572874e+00
5.744335258218576934e-01, 8.203113779506793213e-01
6.992498017084808337e-01, 1.069815611199838479e+00
8.563543479113422396e-01, 3.503535846310428248e-01
7.556761716979490950e-01, 7.171852998634833387e-01
5.824632505726100584e-01, 8.576138424057535570e-01
7.791428087712304329e-02, 2.702477764374663582e+00
7.745223787902799639e-01, 5.430499644371780121e-01
1.566584632141974076e-01, 2.562576609004662664e+00
4.366990598915574395e-01, 7.673707537408779311e-01
8.258885569666989390e-01, 1.242155365483808560e-01
3.008349432346553165e-01, 1.425791343177582382e+00
9.591299864743065839e-01, 2.349936596285770452e-01
3.121603641321920586e-01, 1.426009503508441467e+00
6.910456017743094037e-01, 5.003362448910956273e-01
6.962214536621806893e-01, 2.064636372651577623e-01
6.021601339745077386e-01, 7.758493454181935034e-01
5.197311120348810931e-01, 1.074719153507887937e+00
8.407450220235868077e-01, 7.874054551352127618e-01
8.037257013091320124e-01, 1.725039832040488053e-01
7.254647633095735459e-01, 4.477257457915140293e-01
4.178775048790859259e-01, 1.281508923243732889e+00
5.688923529140622604e-01, 4.763965847250411501e-01
7.799298116530356539e-01, 6.235441144761900700e-01
4.527825794769769763e-01, 7.698731118757901060e-01
8.725055487758204276e-01, 3.919227255763693130e-01
9.678266021668677777e-01, 2.402280697654764485e-01
5.185205538694703797e-01, 9.199195905571418974e-01
3.215933610776482432e-01, 1.537098986962148084e+00
8.435886098197952210e-01, 6.508932606626036677e-01
2.974986000988700807e-01, 1.822735278432148220e+00
7.681691802215141474e-01, 4.523235233543979605e-01
9.229158875225853542e-01, 3.919223598472523218e-01
2.888862081067354870e-01, 1.686442729223679438e+00
4.754000228994007538e-01, 1.121923168983063324e+00
7.207348412318757003e-01, 3.170039419687311621e-01
6.581402143235383084e-01, 8.811163864815786395e-01
8.601336728113885277e-01, 4.138857541866745593e-01
3.725286816995533323e-01, 1.602632019141385422e+00
1.602625023575432461e-02, 3.005937218748229611e+00
6.076029509466583933e-01, 6.045704405390247560e-01
9.042834174638793021e-01, 2.087879300540655403e-01
3.516079957915474452e-01, 1.739199857482695899e+00
7.089583946467611364e-01, 6.165601686437162110e-01
6.439643174792767377e-01, 6.945483089397272991e-01
3.494007382761867841e-01, 1.243911814590867415e+00
5.946082447099931834e-03, 3.284054171934314148e+00
5.270957226888640657e-01, 7.776407016156415830e-01
9.116245829510829513e-01, 4.112209595724753974e-01
3.816183776802581917e-01, 1.264315916868921086e+00
3.201558896903666795e-02, 3.148135036919439411e+00
2.158183808566419559e-01, 1.790133376308378876e+00
6.523980067605364974e-01, 4.895159341833834610e-01
3.421090212280663012e-01, 1.550195660540325537e+00
9.617823712774200562e-01, 4.067507353427444183e-01
8.714195411801223257e-01, 2.615716965817207473e-01
4.747619960497831970e-01, 8.259031751740359972e-01
9.765981323798934577e-01, 2.763037676553904975e-01
6.766450471630751640e-01, 7.414984722379359683e-01
7.120672197586302987e-01, 5.722445341898596549e-01
5.025731418878568446e-01, 7.224112561740554384e-01
7.463707128420149495e-02, 2.714930633125292925e+00
7.481874582921239636e-01, 4.667506433847192215e-01
5.587809773642317124e-01, 8.746800056149925950e-01
5.680844868484504762e-01, 7.473350142307108035e-01
